best-seller	libro di successo	1.99e-06	0.000125
starter	avviatore	9.55e-07	3.02e-08
feuilleton	sceneggiata	1.15e-07	1.66e-06
hotel	albergo	4.47e-05	1.82e-05
wifi	senza fili	1.23e-05	1.11e-05
leitmotiv	motivo guida	4.37e-07	6.69e-05
sound	suono	7.24e-06	3.8e-05
shampoo	sciampo	4.17e-06	3.02e-08
chef	cuoco	1.55e-05	8.51e-06
fan	ammiratori	5.01e-05	1.62e-06
transfert	trasferimenti	4.79e-07	5.25e-06
aplomb	tranquillità	1.62e-07	1e-05
subroutine	sottoprocedure	1.02e-07	0.0
depliant	opuscoli	2.75e-07	1.7e-06
thriller	giallo	4.47e-06	3.31e-05
exploit	imprese	1.26e-06	6.31e-05
racket	associazione a delinquere	1.15e-06	3.45e-06
supporter	sostenitori	1.32e-06	1.29e-05
standard	comuni	5.89e-05	0.000117
powerchord	potente	0.0	4.47e-05
privacy	riservatezza	3.02e-05	3.8e-06
internet	nella rete di comunicazione	0.000132	5.49e-05
flirtare	civettare	1.2e-06	4.07e-08
cocktail	bevanda	7.08e-06	4.9e-06
screenshot	foto di una schermata	4.9e-06	5.31e-06
surplus	esubero	2.09e-06	5.25e-07
spin	rotazioni	4.07e-06	9.33e-07
scratch	graffiati	7.24e-07	1.07e-07
pullover	maglione	3.55e-07	4.07e-06
gay	omosessuali	9.33e-05	1.26e-05
salopette	tuta	3.47e-07	7.59e-06
empowerment	accrescimento di potere	5.37e-07	1.34e-06
spot	pubblicità	1.86e-05	6.17e-05
weekend	fine settimana	3.63e-05	0.000178
empowerment	emancipazione	5.37e-07	3.89e-06
insider	interni	1.78e-06	4.17e-05
download	scaricamento	1.12e-05	4.68e-07
tournée	serie di spettacoli	1.58e-06	1.58e-05
database	banca dati	1.7e-05	5.5e-05
shock	trauma	1.45e-05	9.55e-06
copyright	diritto d'autore	1.02e-05	7.35e-05
festival	festa	8.13e-05	0.00012
charter	a noleggio	1.82e-06	6.16e-06
festival	rassegna	8.13e-05	2.19e-05
menu	lista	8.32e-06	0.00011
file	documento	4.9e-05	6.31e-05
souvenir	oggetti ricordo	2.4e-06	4.05e-05
country strategy paper	documenti strategici nazionali	7.55e-07	3.11e-06
bagarre	baruffa	4.17e-07	2.4e-07
escamotage	sotterfugi	8.51e-07	5.75e-07
lifting	rinnovamento	4.9e-07	6.76e-06
purè	purea	6.31e-07	3.47e-07
chador	velo	1.35e-07	1.58e-05
fan	appassionato	5.01e-05	1.23e-05
cent	centesimo	4.79e-06	6.31e-06
partner	compagni	3.89e-05	4.9e-05
testimonial	simboli	2.95e-06	1.62e-05
guideline	linee guida	4.37e-08	3.98e-05
chef de mission	capomissione	3.51e-06	0.0
lingerie	biancheria intima	1.2e-06	2.99e-06
ranch	tenuta	3.02e-06	3.55e-05
nomenklatura	nomenclatura	1.17e-07	1.91e-06
baby	piccola	2.19e-05	0.000135
smog	inquinamento	3.16e-06	1.2e-05
gang	banda di malviventi	1.1e-05	1.58e-06
baseball	pallabase	8.13e-06	0.0
tailleur	completo	5.5e-07	4.27e-05
boss	capo	1.45e-05	0.000219
flashback	salto indietro	2.29e-06	2.02e-05
combo	combinazioni	2.29e-06	5.62e-06
buffet	offerta	3.55e-06	6.92e-05
party	festa	2.09e-05	0.00012
spelling	compitazione	9.55e-07	3.98e-08
entourage	cerchia	1.32e-06	7.08e-06
lord	signori	1.86e-05	4.07e-05
airbag	cuscini salvavita	1.05e-06	5.81e-07
toast	pane tostato	1.7e-06	9.58e-07
patchwork	mosaico	2.82e-07	5.25e-06
sitcom	commedia	1.15e-06	2.14e-05
spam	messaggi indesiderati	5.62e-06	1.92e-06
transfer	trasferimento	1.23e-06	2.82e-05
quantum	quanto	1.7e-06	0.001
intelligence	servizi segreti	6.76e-06	2.73e-05
mixare	mescolare	1.55e-07	2.04e-06
equity	capitale privato	9.55e-07	4.17e-05
forum	incontro	4.47e-05	0.000112
marijuana	erba	9.12e-06	2.24e-05
robot	automa	2.51e-05	6.76e-07
tandem	squadra	1.7e-06	0.000155
sponsor	patrocinatori	1.2e-05	1.02e-07
bypass ratio	rapporto di diluizione	5.68e-07	6.43e-07
austerity	austerità	1.82e-06	3.24e-06
think tank	gruppo di esperti	1.37e-06	3.45e-05
killer	assassino	1.41e-05	1.2e-05
dark age	età oscura	3.53e-06	8.52e-06
souplesse	flessibilità	2.29e-08	5.5e-06
clic	pigiare	3.89e-06	2.34e-07
boulevard	viale	1.95e-06	1.58e-05
team	squadra	6.46e-05	0.000155
paillette	lustrini	7.08e-08	2.88e-07
shock	scossone	1.45e-05	3.55e-07
privacy	intimità	3.02e-05	3.72e-06
reporter	corrispondente	5.5e-06	2.04e-05
playlist	scaletta	3.89e-06	4.27e-06
gadget	gingilli	3.89e-06	1.91e-07
t-shirt	maglietta a maniche corte	5.5e-06	4.99e-06
reporter	cronista	5.5e-06	4.07e-06
triple bottom line	tripla linea di fondo	7.93e-07	2.66e-06
querelle	controversia	6.17e-07	9.33e-06
doping	drogaggio	2.82e-06	2.69e-08
blogger	autori di blog	8.51e-06	3.26e-05
trial	sperimentazione	2.63e-06	8.13e-06
baby-sitter	bambinaia	1.91e-06	2.29e-07
Instant Messaging	messaggi istantanei	1.59e-07	4.33e-07
mainframe	sistema centrale	4.17e-07	9.58e-05
chance	occasione	1e-05	0.000129
boicottare	ostacolare	1.55e-06	3.09e-06
flash	dichiarazioni	1.55e-05	3.16e-05
sketch	scenetta	3.31e-06	7.94e-07
downtown	centro città	5.25e-07	0.000194
cross	transfrontaliera	9.33e-06	1.66e-07
ranch	fattorie	3.02e-06	2.63e-06
clan	gruppo	9.77e-06	0.000372
charter	privata	1.82e-06	5.37e-05
lobby	congrega	9.33e-06	1.12e-06
foulard	scialle	1.2e-06	6.61e-07
spinnaker	vela	7.59e-08	9.33e-06
fiche d' impact	scheda d'impatto	5.85e-07	1.42e-05
tsunami	maremoto	2.95e-06	4.79e-07
leadership	guida	7.94e-06	0.000112
stretching	riscaldamento	1.41e-06	1.45e-05
password	chiavi di accesso	1.58e-05	1.54e-05
background	contesti	5.62e-06	1.2e-05
pois	puntini	1.05e-06	2.88e-06
yacht	imbarcazione lussuosa	4.9e-06	7.53e-07
dépliant	opuscolo	1.86e-07	1.95e-06
racket	estorisioni	1.15e-06	0.0
blog	pagina personale	6.92e-05	7.52e-05
supermarket	supermercato	8.91e-07	1.26e-05
single payment area	unica area di pagamento	3.72e-07	2.95e-05
patron	presidente	1.62e-06	0.000275
editare	modificare	8.91e-07	1.86e-05
spam	spazzatura	5.62e-06	1.74e-05
sequel	seguito	3.63e-06	0.000275
webcam	telecamera	3.89e-06	1.05e-05
telemarketing	telepromozione	3.47e-07	1.66e-08
fair play	correttezza	4.24e-06	5.5e-06
bluff	finzione	2.45e-06	4.57e-06
agit-prop	agitatori	6.54e-08	4.47e-07
clan	fazione	9.77e-06	7.59e-06
bipartisan	trasversale	5.25e-07	4.79e-06
picnic	scampagnate	2.14e-06	1.41e-07
tweet	cinguettii	6.61e-05	1.38e-07
optional	accessorio	2e-06	2.82e-06
password	chiave di accesso	1.58e-05	3.74e-05
griffe	etichetta	2e-07	1.29e-05
humour	umorismo	1.07e-06	5.25e-06
sex appeal	attrattiva sessuale	2.29e-06	1.67e-06
SMS	messaggi istantanei	2.14e-05	4.33e-07
chalet	baita	9.77e-07	1.48e-06
star	stelle	5.75e-05	7.41e-05
bistro	osteria	2.34e-07	3.09e-06
briefing	breve riunione	7.41e-07	2.39e-05
sandwich	a panino	1.95e-06	9.54e-06
giurì	giuria	8.71e-07	1.45e-05
sponsor	finanziatori	1.2e-05	2e-06
round	giro	6.92e-06	0.000209
check-in	controllo	9.77e-06	0.000174
set	arena	3.47e-05	1.07e-05
speaker	portavoce	3.89e-06	1.05e-05
toilette	gabinetto	2.24e-06	8.91e-06
gang	bande	1.1e-05	1.05e-05
activity based management	gestione basata sulle attività	4.48e-07	1.65e-05
west coast	costa occidentale	2.91e-06	3.69e-05
trial	prove	2.63e-06	7.94e-05
provider	fornitori	6.03e-06	6.92e-06
tunnel	traforo	1.38e-05	8.71e-07
killer	omicidi	1.41e-05	1.95e-05
revival	rinascita	2.19e-06	9.55e-06
intranet	rete locale	4.68e-07	6.58e-05
drink	bevanda	6.17e-06	4.9e-06
barrique	botticelle	7.59e-08	5.01e-08
sherpa	rappresentanti	4.57e-07	3.24e-05
settare	impostare	3.63e-07	4.57e-06
marketing	promozione	2.29e-05	4.47e-05
summit	colloquio	3.63e-06	1.62e-05
escalation	aumento	2.14e-06	7.76e-05
rollare	arrotolare	1.26e-07	2.45e-07
leitmotiv	tono	4.37e-07	2.82e-05
stage	corso	1.1e-05	0.000275
username	nome utente	1.48e-06	4.87e-05
checkup	controlli	6.46e-08	3.47e-05
USA	Stati Uniti d'America	0.000178	5.01e-05
hub	perno	3.39e-06	2.57e-06
bagarre	disputa	4.17e-07	1.02e-05
marketing	vendita	2.29e-05	7.24e-05
computerizzata	automatica	5.5e-07	8.13e-06
business	giro di affari	3.02e-05	5.75e-05
audience	pubblico	3.16e-06	0.000251
click	pigiatura di tasti	1.17e-05	1.08e-07
joystick	comandi	7.41e-07	1.1e-05
pivot	una lingua ponte	6.03e-07	4.48e-05
bitmap	grafica raster	1.26e-07	1.93e-07
browser	navigatori	1.15e-05	1.38e-06
surplus	eccedenza	2.09e-06	7.94e-07
griffe	firma	2e-07	4.07e-05
boiler	bollitori	3.89e-07	1.26e-07
premier	primi ministri	2.51e-05	2.7e-05
malware	programma malevolo	2.95e-06	5.87e-07
baby-sitter	tata	1.91e-06	4.07e-06
club	circolo	7.76e-05	2.45e-05
designer	disegnatori	9.77e-06	1.38e-06
cache	memoria	2.69e-06	9.12e-05
email	posta elettronica	3.09e-05	1.7e-05
dossier	inserti	6.46e-06	1.45e-06
Untermeschen	inferiori	0.0	1.86e-05
end of life	veicoli di fine vita	9.58e-06	1.85e-05
match	partita	1.82e-05	0.000102
bidonville	baraccopoli	8.51e-08	9.12e-07
jogging	corsetta	1.91e-06	6.76e-07
computer	calcolatore	7.24e-05	1.95e-06
yo-yo	altalenanti	3.97e-06	2.57e-07
clown	pagliacci	4.47e-06	2.57e-06
intifada	rivolta	2.95e-07	3.55e-05
est	oriente	8.32e-05	3.09e-05
trading agent	agente di commercio	9.05e-07	2.14e-05
wafer	cialda	3.55e-07	4.9e-07
alfa	A	1.1e-05	0.0162
garage	autorimessa	1.15e-05	1.7e-07
trash	immondizia	4.9e-06	3.31e-06
revolver	rivoltella	9.77e-07	5.89e-07
radio	radioricevitore	9.77e-05	3.31e-08
commodities	merci	2.14e-07	2e-05
saloon	salone	7.24e-07	1.41e-05
atelier	laboratori	2.14e-06	1.2e-05
wireless	senza fili	4.57e-06	1.11e-05
GPS	sistema di posizionamento globale	7.24e-06	3.14e-06
choc	trauma	1.91e-06	9.55e-06
alt	fermo	7.08e-06	4.79e-05
clacson	avvisatore elettroacustico	2.75e-06	1.93e-08
pamphlet	opuscolo	4.47e-07	1.95e-06
software	programmi	5.01e-05	5.75e-05
driver	programma	4.9e-06	0.000178
trance	estasi	1.66e-06	2.45e-06
yacht	panfilo	4.9e-06	6.17e-07
tunnel	gallerie	1.38e-05	7.41e-06
online	in rete	0.000162	0.000137
jeep	fuoristrada	3.09e-06	1.74e-06
sport	attività fisiche	8.91e-05	1.58e-05
rally	corsa	4.27e-06	5.62e-05
champagne	sciampagna	6.61e-06	1.7e-08
database	banca data	1.7e-05	5.23e-05
film	pellicole	0.000302	3.55e-06
background	retroscena	5.62e-06	3.24e-06
panel	commissioni	2.29e-06	1.62e-05
stress	tensione nervosa	2.4e-05	4.87e-06
scoop	colpo grionalistico	2.57e-06	0.0
know-how	competenza	4.4e-06	2.75e-05
designer bike	bicicletta di design	2.74e-06	9.77e-06
sexy	attraente	2.75e-05	6.61e-06
appeal	fascino	2.95e-06	1.45e-05
First lady	Prima Signora	8.45e-06	6.2e-05
inox	inossidabile	1.07e-06	8.32e-07
smoking gun	pistola fumante	7.09e-07	1.3e-06
dépliant	volantini	1.86e-07	3.98e-06
bebè	neonato	1.48e-06	7.76e-06
cameraman	operatore di ripresa	1.58e-06	1.09e-05
drink	bere alla guida	6.17e-06	3.11e-05
kamikaze	suicidi	2.14e-06	6.92e-06
gangster	banditi	2.34e-06	4.79e-06
flirtare	amoreggiare	1.2e-06	1.2e-07
snob	ricercata	3.02e-06	2.88e-06
city	città	3.39e-05	0.000589
camion	autocarro	1.51e-05	7.08e-07
agribusiness	bioimpresa	8.13e-08	0.0
login	registrazione	2.34e-06	3.72e-05
slogan	motto	1.32e-05	1.05e-05
magazine	rivista	1.23e-05	5.89e-05
browser	navigatore	1.15e-05	3.72e-06
chalet	baite	9.77e-07	2.4e-07
hostess	assistenti di volo	2.4e-06	6.8e-06
timer	conto alla rovescia	2.09e-06	4.27e-06
habitué	affezionati	1.2e-07	1.32e-06
royalty	diritti d'autore	5.37e-07	5.9e-05
dossier	fascicoli	6.46e-06	3.63e-06
Kink	perversioni	2.63e-07	6.76e-07
briefing	riunioni	7.41e-07	1.15e-05
flash mob	riunione di gruppo improvvisata	1.92e-06	1.31e-06
kitsch	cattivo gusto	5.75e-07	1.89e-05
stage	tirocinio	1.1e-05	5.5e-06
basic law	legge fondamentale	2.9e-06	5.51e-05
voucher	buoni	3.8e-06	5.75e-05
ingaggiare	impegnare	1.78e-06	2.4e-06
reportage	cronaca	5.89e-06	3.24e-05
cloche	controlli	2.19e-07	3.47e-05
west	occidente	1.62e-05	1.95e-05
brand	marca	9.33e-06	1.51e-05
tram	tranvai	7.76e-06	1.82e-08
bluff	imbroglio	2.45e-06	1.51e-06
blogger	autore del diario elettronico	8.51e-06	6.16e-06
spoiler	anticipazione	6.61e-06	2.82e-06
superman	supereroi	3.8e-06	3.55e-06
hinterland	entroterra	4.79e-07	1.15e-06
monitor	schermi	1.02e-05	4.57e-06
blog	diario elettronico	6.92e-05	6.54e-06
tight gas	gas da sabbie compatte	4.14e-07	7.21e-07
videogame	videogiochi	2.88e-06	1.82e-05
skipper	capitano	8.71e-07	6.17e-05
forfait	carta bianca	1.02e-06	4.01e-05
hobby	passioni	7.24e-06	1e-05
flashback	ricordi	2.29e-06	6.92e-05
blitz	assalto	3.31e-06	1.32e-05
mister	signor	1.1e-05	6.03e-05
radar	rilevatore	6.17e-06	1.02e-06
download	trasferimento di dat	1.12e-05	1.23e-06
rosé	rosati	3.47e-07	1.15e-06
staff	personale	3.02e-05	0.00017
tornado	trombe d'aria	2.63e-06	1.79e-06
partner	soci	3.89e-05	2.51e-05
escalation	incremento	2.14e-06	1.7e-05
timer	contaminuti	2.09e-06	1.17e-08
link	connessioni	7.94e-05	7.59e-06
eureka	evviva	8.71e-07	6.76e-06
raid	incursione	7.59e-06	2.04e-06
welfare	benessere	9.55e-06	2.51e-05
plafond	tetto	2.95e-07	2.95e-05
maquillage	ritocco	1.35e-07	1.26e-06
smartphone	di cellulari intelligenti	2.57e-05	7.65e-06
link	collegamento	7.94e-05	2.4e-05
ticket	contributo	4.37e-06	4.37e-05
standard	livello	5.89e-05	0.000245
shaker	frullatore	3.55e-07	1.23e-06
spillover	effetto domino	2.24e-08	3.74e-06
tournée	a fare spettacoli	1.58e-06	1.64e-05
desktop	schermo	6.31e-06	3.02e-05
hotel	alberghi	4.47e-05	7.08e-06
slip of the tongue	scivolone	4.01e-07	6.31e-07
backup	copia	5.25e-06	3.72e-05
pendant	equivalente	4.37e-07	1.41e-05
expertise	esperienza	1.74e-07	0.000155
depliant	opuscolo	2.75e-07	1.95e-06
riff	giro	1.45e-06	0.000209
first lady	prima signora	8.45e-06	6.2e-05
app	applicazioni	5.89e-05	2.19e-05
post	posizione	0.000182	0.000178
videotape	videocassette	7.24e-08	5.62e-07
logo	marchio	1.91e-05	2.29e-05
hub	centro	3.39e-06	0.000288
sprint	volata	2.63e-06	2.63e-06
reception	accoglienza	2.45e-06	2.34e-05
gentlemen's agreement	patto fra gentiluomini	3.2e-08	1.9e-06
smartphone	telefoni cellulari multimediali	2.57e-05	2.44e-06
frac	marsine	4.79e-07	0.0
shopping list	lista della spesa	4.38e-06	3.59e-05
ovest	occidente	3.02e-05	1.95e-05
broker	mediatori	2.09e-06	1.7e-06
overdose	dose eccessiva	3.16e-06	6.69e-06
gol	rete	3.98e-05	0.000138
chance	opportunità	1e-05	5.75e-05
totem	capostipite	1.78e-06	8.71e-07
patron	organizzatore	1.62e-06	4.79e-06
design	modello	2.88e-05	0.0001
leveraged buyout	acquisti con leva finanziaria	3e-08	6.69e-06
sud	meridione	0.000191	2.4e-06
routine	quotidianità	1.07e-05	4.68e-06
pullman	corriere	1.05e-05	2.95e-05
meeting	riunioni	9.12e-06	1.15e-05
soft law	norma non vincolante	3.79e-06	2.91e-06
on the job training	formazione sul lavoro	2.21e-06	0.000101
album	raccolte musicali	6.03e-05	1.13e-05
manager	dirigenti	3.16e-05	2.34e-05
royalty	aliquote	5.37e-07	2.29e-06
business	affari	3.02e-05	7.94e-05
performance	esibizioni teatrali	2.09e-05	2.44e-06
e-book	libri elettronici	1.41e-05	7.7e-06
raid	incursioni	7.59e-06	2.24e-06
troupe	truppa	3.24e-06	2.04e-06
identikit	identificazione	1.02e-06	1.26e-05
guardrail	barriere di sicurezza	3.24e-07	8.91e-06
OK	buono	0.000158	8.32e-05
atelier	bottega	2.14e-06	8.91e-06
compost	composto organico	2.69e-07	8.53e-06
reclame	pubblicità	7.59e-08	6.17e-05
reportage	resoconto	5.89e-06	8.51e-06
spot	annunci	1.86e-05	1.48e-05
resettare	azzerare	6.17e-07	9.33e-07
e-book reader	lettore di libri digitale	1.55e-06	1.64e-05
foulard	sciarpa	1.2e-06	2.88e-06
card	tessera	1.32e-05	9.77e-06
kitsch	pacchianeria	5.75e-07	1.2e-08
derby	gara	1.02e-05	7.76e-05
troupe	alcuni	3.24e-06	0.000427
round	riprese	6.92e-06	2.57e-05
panne	bloccata	6.92e-07	1.12e-05
tabloid	giornali scandalistici	1.2e-06	1.69e-07
remake	rifacimento	3.16e-06	3.31e-06
identikit	profilo	1.02e-06	7.59e-05
gazebo	pergole	2.24e-06	8.13e-08
sandwich	panini	1.95e-06	8.91e-06
leader	capi	6.03e-05	3.55e-05
metrò	metro	6.03e-07	2.88e-05
clip	filmato	5.37e-06	1.23e-05
summit	vertice	3.63e-06	1.26e-05
ticket	controbuti	4.37e-06	0.0
compost	compostaggio	2.69e-07	3.47e-07
bijou	gioiello	1.78e-07	4.9e-06
cameraman	l'operatore delle riprese	1.58e-06	9.63e-06
outsider	esterni	8.91e-07	2.4e-05
expertise	competenza	1.74e-07	2.75e-05
design	progettazione	2.88e-05	1.35e-05
brand	marchi	9.33e-06	1.23e-05
battage	campagna propagandistica	1.07e-07	9.47e-07
underdog	sfavoriti	1.2e-07	1.26e-07
Stop	Ferma	2.4e-05	3.98e-05
asset inflation	inflazione dei beni	1.3e-07	8.01e-06
computer	calcolatore elettronico	7.24e-05	1.61e-06
driver	guida	4.9e-06	0.000112
entourage	cricca	1.32e-06	1.91e-06
baby	amore	2.19e-05	0.000219
bluffare	ingannare	1.55e-07	5.5e-06
home page	pagina iniziale	6.8e-06	2.97e-05
weekend	fine-settimana	3.63e-05	0.000178
tilt	arresto	1.86e-06	3.02e-05
outsourcing	esternalizzazione	4.17e-07	1.51e-07
impasse	stallo	6.76e-07	5.25e-06
testimonial	portavoce	2.95e-06	1.05e-05
magazine	periodici	1.23e-05	5.5e-06
boom	esplosione	1.58e-05	1.51e-05
deficit	perdita	1.07e-05	5.89e-05
elitario	privilegiato	4.17e-07	4.27e-06
scooter	motorini	4.9e-06	6.03e-07
bacon	pancetta affumicata	3.31e-06	5.57e-07
hobby	passatempo	7.24e-06	2.88e-06
lobby	gruppi di pressione	9.33e-06	4.08e-05
blitz	attacco	3.31e-06	7.41e-05
airbag	cuscino salvavita	1.05e-06	6.45e-07
élite	alta società	5.62e-06	9.19e-05
cocktail	risultato	7.08e-06	0.000123
panel	incontro	2.29e-06	0.000112
cliché	stereotipi	2.29e-06	8.32e-06
défaillance	guasto	2.24e-08	6.46e-06
spread	differenza di rendimento dei titoli di stato	4.17e-06	7.57e-06
snob	altezzosi	3.02e-06	8.13e-08
relais	di passaggio	4.37e-07	7.57e-05
benefit	vantaggi	1.74e-06	2.69e-05
handicap	svantaggio	3.02e-06	4.9e-06
megastore	magazzino	2e-07	1.41e-05
rugby	pallovale	8.71e-06	0.0
neerlandese	olandese	1.41e-07	1.15e-05
souvenir	ricordini	2.4e-06	5.13e-08
runner	corridore	2.51e-06	1.35e-06
welfare state	stato sociale	9.21e-06	0.000169
performance	prestazioni	2.09e-05	2.4e-05
tag	codice identificativi	1.58e-05	7.21e-07
toilette	bagni	2.24e-06	1.32e-05
budget	bilanci	1.62e-05	7.41e-06
network	rete	3.89e-05	0.000138
bikini	due pezzi	3.55e-06	6.47e-05
set	gruppo	3.47e-05	0.000372
trust	monopolio	4.9e-06	1e-05
pro capite	a testa	1.35e-05	0.000221
test	analisi	8.13e-05	8.91e-05
intranet	rete interna	4.68e-07	3.32e-05
cliché	modello	2.29e-06	0.0001
gag rule	regola del silenzio globale	6.32e-07	1.53e-05
sexy	eccitante	2.75e-05	3.89e-06
superstar	stelle	2.04e-06	7.41e-05
stock	riserva	4.9e-06	3.47e-05
megastore	grandi magazzini	2e-07	6.43e-06
coach	allenatore	9.77e-06	1.91e-05
skyline	orizzonte	7.94e-07	6.92e-06
handicap	disabili	3.02e-06	1.29e-05
match	sfida	1.82e-05	5.13e-05
gangster	bandito	2.34e-06	6.46e-06
post-it	foglietti adesivi	4.85e-05	7.19e-07
account	conto	5.25e-05	0.000219
replay	registrazione	1.35e-06	3.72e-05
boutique	bottega	1.7e-06	8.91e-06
scooter	motorino	4.9e-06	2.69e-06
nord	settentrione	0.000182	1.05e-06
web	rete	0.000135	0.000138
verve	estro	8.71e-07	1.15e-06
affaire	caso	4.9e-07	0.000631
clou	culmine	1.05e-06	4.9e-06
charme	fascino	6.31e-07	1.45e-05
suspense	apprensione	1.51e-06	1.91e-06
graphic designer	grafico	2.07e-06	1.86e-05
gadget	accessori	3.89e-06	7.76e-06
query	richiesta	1.45e-06	9.55e-05
win-win	vantaggiosa per tutti	2.13e-06	1.82e-06
backstage	dietro le quinte	2.14e-06	6.09e-06
camion	autocarri	1.51e-05	1.26e-06
internet	rete	0.000132	0.000138
retrofit	ammodernamenti	4.79e-08	8.71e-08
fiche	gettone	9.55e-07	9.55e-07
gag	scenetta	2.45e-06	7.94e-07
record	primato	3.47e-05	8.71e-06
clearance of account	liquidazioni dei conti	3.21e-07	5.33e-07
boss	capi	1.45e-05	3.55e-05
